ID	name	location	rest_type	type
14940	Subway	Electronic City	Quick Bites	Delivery
14941	New Udupi Palace	Electronic City	Quick Bites	Delivery
14941	Hyderabadi Spice	Electronic City	Quick Bites	Delivery
14942	KFC	Electronic City	Quick Bites	Delivery
14942	Pallavi Restaurant	Electronic City	Casual Dining	
14943	Foodies Family Restaurant	Electronic City	Quick Bites	Delivery
14943	Kolkata Kitchen	Electronic City	Quick Bites	Delivery
14944	4Foodiez	Electronic City	Quick Bites	Delivery
14944	Salted Chilli	Electronic City	Casual Dining	Delivery
14945	Curries & Pickles	Electronic City	Quick Bites	Delivery
14945	Thalassery Restaurant	Electronic City	Casual Dining	Delivery
14946	MDP Coffee House	Electronic City	Quick Bites	Delivery
14946	Hot Attack	Electronic City	Quick Bites	Delivery
14947	China Garden	Electronic City	Quick Bites	Delivery
14947	Kaaram	Electronic City	Food Court	Delivery
14948	Hyderabad Magic	Electronic City	Quick Bites	Delivery
14948	Sri Manjunatha Foods	Electronic City	Quick Bites	Delivery
14949	Hyderabadi Biryaani Hub	Electronic City	Takeaway, Delivery	Delivery
14949	Ruposhi Bangla	Electronic City	Quick Bites	Delivery
14950	Foodies Express	Electronic City	Quick Bites	Delivery
14950	Pizza Hut	Electronic City	Quick Bites	Delivery
14951	Pizza Republic	Electronic City	Quick Bites	Delivery
14951	Nainital North Indian Restaurant	Electronic City	Quick Bites	Delivery
14952	Pure Punjabi	Electronic City	Quick Bites	Delivery
14952	7 Days Restaurant	Electronic City	Quick Bites	Delivery
14953	Eat N Meet	Electronic City	Quick Bites	Delivery
14953	Lakshmi Rayalaseema Ruchilu	Electronic City	Casual Dining	Delivery
14954	Goli Vada Pav No. 1	Electronic City	Quick Bites	Delivery
14954	Frozen Bottle	Electronic City	Beverage Shop, Dessert Parlor	Delivery
14955	Vijayawada Heights	Electronic City	Casual Dining	Delivery
14955	Chai Point	Electronic City	Beverage Shop, Quick Bites	Delivery
14956	Lassi Mania	Electronic City	Beverage Shop	Delivery
14956	Doof	Electronic City	Delivery	Delivery
14957	Pimento	Electronic City	Quick Bites	Delivery
14957	Barbeque Delight	Electronic City	Casual Dining	Delivery
14958	The Rasoiya Street	Electronic City	Casual Dining	Delivery
14958	Ruchi Sagar	Electronic City	Quick Bites	Delivery
14959	New Andhra House	Electronic City	Casual Dining	Delivery
14959	Andhra Food Cafe (AFC)	Electronic City	Quick Bites	Delivery
14960	Firangi Bake	Electronic City	Delivery	Delivery
14960	India Garden	Electronic City	Casual Dining	Delivery
14961	Dande Hyderabad Biryani	Electronic City	Quick Bites	Delivery
14961	Royal Bengal Corner	Electronic City	Quick Bites	Delivery
14962	Tikka Kebab	Electronic City	Quick Bites	Delivery
14962	The Pastry House	Electronic City	Bakery	Delivery
14963	Sri Krishna Sagar	Electronic City	Takeaway	Delivery
14963	Laddoos	Electronic City	Quick Bites, Sweet Shop	Delivery
14964	Andhra Kitchen	Electronic City	Quick Bites	Delivery
14964	Food Ras	Electronic City	Casual Dining	
14965	UBQ by Barbeque Nation	Electronic City	Delivery	Delivery
14965	Ovenstory Pizza	Hosur Road	Delivery	Delivery
14966	Notebook Food Court	Electronic City	Quick Bites	Delivery
14966	11 to 11 Express Biriyanis	Electronic City	Quick Bites	Delivery
14967	MRA	Electronic City	Takeaway, Delivery	Delivery
14967	Magic Bowl	Electronic City	Casual Dining	
14968	Fujian Express	Electronic City	Takeaway, Delivery	Delivery
14968	Maa Tara Hotel	Electronic City	Quick Bites	Delivery
14969	NY Pizza & Waffles	Electronic City	Quick Bites	Delivery
14969	Sweet Truth	Electronic City	Delivery	Delivery
14970	Just Fresh Point	Electronic City	Quick Bites	Delivery
14970	Khana Khazana	Electronic City	Quick Bites	Delivery
14971	CakeZone	Electronic City	Takeaway, Delivery	Delivery
14971	Juice Shop	Electronic City	Takeaway, Delivery	Delivery
14972	Nagas	Electronic City	Quick Bites	Delivery
14972	Kababji Cafe	Electronic City	Quick Bites	Delivery
14973	Recipe Box	Electronic City	Quick Bites	Delivery
14973	This Cafe Has No Name Cafe	Electronic City	Cafe	Delivery
14974	MAD Belgian Waffles	Electronic City	Dessert Parlor	Delivery
14974	Pan's Aroma	Electronic City	Quick Bites	Delivery
14975	Bawarchi Restaurant	Electronic City	Takeaway, Delivery	Delivery
14975	Ande Ka Funda	Electronic City	Quick Bites	Delivery
14976	Samosa Singh	Electronic City	Quick Bites	Delivery
14976	Biriyani Zone	Electronic City	Casual Dining	Delivery
14977	Volga Restaurant	Electronic City	Casual Dining	Delivery
14977	The Elaichi Restaurant	Electronic City	Casual Dining	Delivery
14978	Fishing Boat - Hotel Goyal Residency	Electronic City	Casual Dining	Delivery
14978	Nandanam Restaurant	Electronic City	Takeaway, Delivery	Delivery
14979	Bangalore Agarwal Bhavan	Electronic City	Quick Bites, Sweet Shop	Delivery
14979	Chai Cafe	Electronic City	Quick Bites	Delivery
14980	Sila Restaurant	Electronic City	Casual Dining	Delivery
14980	VMS Star Biriyani	Electronic City	Casual Dining	Delivery
14981	WOW! Momo	Electronic City	Food Court	Delivery
14981	Parampara - The Veg Kitchen	Electronic City	Quick Bites	Delivery
14982	Kettle On	Electronic City	Quick Bites	Delivery
14982	Baskin Robbins	Electronic City	Food Court	Delivery
14983	Shanmukha	Electronic City	Takeaway, Delivery	Delivery
14983	Cafe Coffee Day	Electronic City	Cafe	Delivery
14984	Five Star Chicken	Electronic City	Quick Bites	Delivery
14984	Just Shawarma	Electronic City	Kiosk	Delivery
14985	The Milkshake Theory	Electronic City	Beverage Shop	Delivery
14985	Sunny's	Electronic City	Quick Bites	Delivery
14986	Cafe Palnad	Electronic City	Quick Bites	Delivery
14986	Pattikattan Biriyani	Electronic City	Quick Bites	Delivery
14987	Andhra Spicy Food Court	Electronic City	Quick Bites	Delivery
14987	Esfahan Restaurant	Electronic City	Casual Dining	Delivery
14988	Kathi Junction	Electronic City	Quick Bites	Delivery
14988	Satkar Restaurant	Electronic City	Quick Bites	Delivery
14989	Yeruva Biriyani	Electronic City	Delivery	Delivery
14989	Biryani Darbar	Electronic City	Quick Bites	Delivery
14990	Swad 'E' Punjab	Electronic City	Quick Bites	Delivery
14990	Kolkata Famous Kathi Rolls	Electronic City	Quick Bites	Delivery
14991	Ambur Biriyani Classic	Electronic City	Casual Dining	Delivery
14991	Marley's Bistro	Electronic City	Casual Dining	Delivery
14992	Hyderabad Darbar	Electronic City	Casual Dining	Delivery
14992	Hotel Sakti Saravana	Electronic City	Quick Bites	Delivery
14993	Bowl House Kitchen	Electronic City	Takeaway, Delivery	Delivery
14993	Z Cafe	Electronic City	Quick Bites	Delivery
14994	Swathi Restaurant - The Vintage Inn	Electronic City	Casual Dining	Delivery
14994	Paratha House	Electronic City	Quick Bites	Delivery
14995	The Mirchi	Electronic City	Takeaway, Delivery	Delivery
14995	Prem's Biriyani	Electronic City	Quick Bites	Delivery
14996	Mast Punjabi Spice	Electronic City	Takeaway, Delivery	Delivery
14996	Thanima Garden Restaurant	Electronic City	Casual Dining	
14997	Bhukkads	Electronic City	Casual Dining	Delivery
14997	Karaikudi Restaurant	Electronic City	Quick Bites	
14998	Mamaji's	Electronic City	Casual Dining	Delivery
14998	Bangaliana	Electronic City	Casual Dining	Delivery
14999	Tuba Rolls & Snacks	Electronic City	Quick Bites	Delivery
14999	Peril Enthirikkunnu	Electronic City	Quick Bites	Delivery
15000	Wangs Kitchen	Electronic City	Takeaway, Delivery	Delivery
15000	New Food Magic	Electronic City	Casual Dining	Delivery
15001	True South	Electronic City	Quick Bites	Delivery
15001	Akshara	Electronic City	Casual Dining	Delivery
15002	Kittu's	Electronic City	Casual Dining	Delivery
15002	EC Dine Restaurant	Electronic City	Casual Dining	Delivery
15003	Bangarpet Chats Adda	Electronic City	Quick Bites	Delivery
15003	Udupi Food Junction	Electronic City	Quick Bites	Delivery
15004	She Brews	Electronic City	Cafe	Delivery
15004	Maa Biryani Hyderabadi	Electronic City	Delivery	Delivery
15005	Chef Baker's	Electronic City	Bakery, Quick Bites	Delivery
15005	Curries 'N' Phulkas	Electronic City	Quick Bites	Delivery
15006	Donut Cafe	Electronic City	Dessert Parlor, Quick Bites	Delivery
15006	Halli Kitchen	Electronic City	Quick Bites	Delivery
15007	Hotel Uma Bhai	Electronic City	Quick Bites	Delivery
15007	Kettle & Kegs	Electronic City	Delivery	Delivery
15008	Biggies Burger 'n' More	Electronic City	Quick Bites	Delivery
15008	Vov Shawarma	Electronic City	Quick Bites	Delivery
15009	7 Shanghai	Electronic City	Quick Bites	Delivery
15009	Annapurna Andhra Hotel	Electronic City	Quick Bites	Delivery
15010	Hotel Avakay	Electronic City	Casual Dining	Delivery
15010	BIB - Breakfast in the Box	Electronic City	Quick Bites	Delivery
15011	Chivi's Meilleurs Boulangers	Electronic City	Quick Bites	Delivery
15011	Mr. Meetharam	Electronic City	Quick Bites	Delivery
15012	King's Appetite	Electronic City	Food Court, Quick Bites	Delivery
15012	Thanco's Natural Ice Creams	Electronic City	Dessert Parlor	Delivery
15013	Cakes Wagon	Electronic City	Bakery	Delivery
15013	Cake Menu	Electronic City	Bakery	Delivery
15014	A2B - Adyar Ananda Bhavan	Electronic City	Casual Dining	Delivery
15014	Pot Biryani	Electronic City	Quick Bites	Delivery
15015	Hottey Smokey	Electronic City	Takeaway, Delivery	Delivery
15015	OrganicFeast	Electronic City	Quick Bites	Delivery
15016	Manasa Andhra Style Multi Cuisine Restaurant	Electronic City	Casual Dining	Delivery
15016	Akkad Bakkad	Electronic City	Casual Dining	Delivery
15017	Meat and Eat	Electronic City	Quick Bites	Delivery
15017	The Chocolate Room	Electronic City	Cafe	Delivery
15018	Hotel Shruthi	Electronic City	Quick Bites	Delivery
15018	Kababish Restaurant	Electronic City	Quick Bites	Delivery
15019	Crumbz Crunches	Electronic City	Quick Bites	Delivery
15019	The Milkshake Co and More	South Bangalore	Takeaway, Delivery	Delivery
15020	Mumbai Kulfi	Electronic City	Dessert Parlor	Delivery
15020	Alikemom	Electronic City	Takeaway, Delivery	Delivery
15021	Sky Lounge Bar - Svenska Design Hotel	Electronic City	Bar, Casual Dining	Delivery
15021	Foodie Nation	Electronic City	Casual Dining	Delivery
15022	Chilli Park	Electronic City	Quick Bites	Delivery
15022	Gilly's Restobar	Electronic City	Pub, Casual Dining	
15023	Spicy Tandoor	Electronic City	Takeaway, Delivery	Delivery
15023	Messy's	Electronic City	Quick Bites	Delivery
15024	Entree cafe	Electronic City	Cafe, Bakery	Delivery
15024	Rayalaseema Ruchulu SR	Electronic City	Takeaway, Delivery	Delivery
15025	Andhra Biryani & Curries	Electronic City	Quick Bites	Delivery
15025	Reddy's Hyderabadi Biryani	Electronic City	Takeaway, Delivery	Delivery
15026	Mughlai Kitchen	Electronic City		Delivery
15026	The Platonic Cafe	Electronic City	Cafe	Delivery
15027	Juicy	Electronic City	Beverage Shop, Quick Bites	Delivery
15027	Flying Cakes	Electronic City	Bakery	Delivery
15028	Manasa Cool Cafe	Electronic City	Cafe	Delivery
15028	Godavari Delights	Electronic City	Casual Dining	Delivery
15029	Domino's Pizza	Electronic City	Quick Bites	Delivery
15029	Royal Iceberry	Electronic City	Dessert Parlor	Delivery
15030	Biryani Darbar	Electronic City	Casual Dining	Delivery
15030	Petoo	Electronic City	Food Court	Delivery
15031	Just Cakes	Electronic City	Bakery	Delivery
15031	Andhra Amigos	Electronic City	Casual Dining	Delivery
15032	Kritunga Restaurant	Electronic City	Casual Dining	Delivery
15032	Shake The Shake	Electronic City	Beverage Shop	Delivery
15033	McDonald's	Bommanahalli	Quick Bites	Delivery
15033	Uma Ki Rasoi	Electronic City	Quick Bites	Delivery
15034	Chick Blast	Electronic City	Quick Bites	Delivery
15034	Today Coffee	Electronic City	Quick Bites	Delivery
15035	Sankalp Reddy Restaurant	Electronic City	Quick Bites	Delivery
15035	Millennium Plaza	Electronic City	Casual Dining	Delivery
15036	Sitara Veg Restaurant	Electronic City	Quick Bites	Delivery
15036	Lassi Corner	Electronic City	Beverage Shop	Delivery
15037	Sweet Chariot	Electronic City	Dessert Parlor	Delivery
15037	Seasons	Electronic City	Casual Dining	Delivery
15038	Cedar Bar & Dive - Hotel Presidency	Electronic City	Bar	Delivery
15038	Juicemaker	Electronic City	Beverage Shop	Delivery
15039	Cuppa	Electronic City	Cafe	Delivery
15039	Lord of Combos	Electronic City	Quick Bites	Delivery
15040	Just Bake	Electronic City	Bakery, Quick Bites	Delivery
15040	Vinaya Royal Inn	Electronic City	Casual Dining	Delivery
15041	Bamboo Shades	Electronic City	Casual Dining	Delivery
15041	Meridian South - A Pure Vegetarian Restaurant	Electronic City	Casual Dining	Delivery
15042	Tap House Resto Bar	Electronic City	Casual Dining, Bar	Delivery
15042	Kabab Souq	Electronic City	Quick Bites	Delivery
15043	Aagaman Veg	Electronic City	Casual Dining	Delivery
15043	French Bake House	Electronic City	Bakery	Delivery
15044	Apsara Ice Cream	Electronic City	Dessert Parlor	Delivery
15044	Mesa Deli - Svenska Design Hotel	Electronic City	Casual Dining	Delivery
15045	Indian Kitchen - Hotel Presidency	Electronic City	Casual Dining	Delivery
15045	Salt N Pepper	Electronic City	Casual Dining	Delivery
15046	Punjab Calling	Electronic City	Quick Bites	Delivery
15046	Hanchi Thinnuva	Electronic City	Quick Bites	Delivery
15047	Venadu Restaurant	Electronic City	Casual Dining	Delivery
15047	Chill Out Cafe	Electronic City	Quick Bites	Delivery
15048	Trisha's Kitchen	Electronic City	Takeaway, Delivery	Delivery
15048	Just Homely	Electronic City	Takeaway, Delivery	Delivery
15049	Nandanam Family Restaurant	Electronic City	Quick Bites	Delivery
15049	Hello Cafe	Electronic City	Quick Bites	Delivery
15050	Food Point Family Restauarant	Electronic City	Casual Dining	Delivery
15050	Soul Curry Restaurant	Electronic City	Casual Dining, Bar	Delivery
15051	Time Traveller - Sai Vishram	Electronic City	Casual Dining	Delivery
15051	Ragi Nadu	Electronic City	Quick Bites	Delivery
15052	Rolls On Wheels	Electronic City	Quick Bites	Delivery
15052	Mesa Lounge Bar - Svenska Design Hotel	Electronic City	Lounge	Delivery
15053	Pulla Reddy Sweets	Electronic City	Dessert Parlor	Delivery
15053	Food 4 U	Electronic City	Quick Bites	Delivery
15054	Half Girlfriend	Electronic City	Quick Bites	Delivery
15054	The Hungry	Electronic City	Quick Bites	Delivery
15055	Green Family Bar & Restaurant	Electronic City	Casual Dining	Delivery
15055	Chinmayee's	Electronic City	Casual Dining	Delivery
15056	Tellimagic Restaurant	Electronic City	Quick Bites	Delivery
15056	SFC Kabab Corner	Electronic City	Quick Bites	Delivery
15057	Royal Chowpatty	Electronic City	Quick Bites	Delivery
15057	New Aastha	Electronic City	Quick Bites	Delivery
15058	Food Club Restaurant	Electronic City	Casual Dining	Delivery
15058	Bhojanam Restaurant	Electronic City	Casual Dining	Delivery
15059	Ruchie Rich	Electronic City	Quick Bites	Delivery
15059	RK Garden Family Restaurant	Electronic City	Casual Dining	Delivery
15060	Sai Grand	Electronic City	Quick Bites	Delivery
15060	The Dining Table - Sahar Pavillion	Electronic City	Casual Dining, Bar	Delivery
15061	Vijayawadawari Sandhya Andhra Mess	Electronic City	Quick Bites	Delivery
15061	Eden Huts Dhaba	Electronic City	Casual Dining	Delivery
15062	Silicon Spicy Bite & Sip	Electronic City	Quick Bites	Delivery
15062	Samrudhi	Electronic City	Casual Dining	Delivery
15063	Hotel Food Zone	Electronic City	Quick Bites	Delivery
15063	NMR Multicuisine Restaurant	Electronic City	Casual Dining	Delivery
15064	Oasis Restaurant	Electronic City	Casual Dining	Delivery
15064	Swad	Electronic City	Casual Dining	Delivery
15065	Salt And Spice	Electronic City	Quick Bites	Delivery
15065	The Hungry Shark Cafe	Electronic City	Cafe	Delivery
15066	Bawarchi	Electronic City	Quick Bites	Delivery
15066	Kinara Family Restaurant	Electronic City	Casual Dining	Delivery
15067	Food Planet	Electronic City	Quick Bites	Delivery
15067	Bachelor's Special Biriyani	Electronic City	Quick Bites	Delivery
15068	E Foods Regalia	Electronic City	Quick Bites	Delivery
15068	Malabar Restaurant	Electronic City	Quick Bites	Delivery
15069	Andhra Chettinad Cuisine	Electronic City	Quick Bites	Delivery
15069	Varenyam	Electronic City	Casual Dining	
15070	Cake Dilim	Electronic City	Bakery	Delivery
15070	The Juice Shop	Electronic City	Quick Bites	Delivery
15071	Reyniks Flavours	Electronic City	Quick Bites	Delivery
15071	Sweet Revenge Bake N Cafe	Electronic City	Quick Bites	Delivery
15072	Cakea	Electronic City	Delivery	Delivery
15072	VMS Star Biriyani	Electronic City	Quick Bites	Delivery
15073	MBR Dum Biryani County	Electronic City	Quick Bites	Delivery
15073	Desi Breakk	Electronic City	Quick Bites	Delivery
15074	Bengaluru Restaurant	Electronic City	Casual Dining	Delivery
15074	S R Andhra Mess	Electronic City	Mess	Delivery
15075	Shiv Shankar Hotel	Electronic City	Quick Bites	Delivery
15075	Gourmet	Electronic City	Casual Dining	Delivery
15076	NightOwl	Electronic City	Takeaway, Delivery	Delivery
15076	Big Apple Restaurant	Electronic City	Quick Bites	Delivery
15077	Hotel The Nalanda	Electronic City	Casual Dining	Delivery
15077	Pepper Pillar	Electronic City	Casual Dining	Delivery
15078	Hotel A-1	Electronic City	Quick Bites	Delivery
15078	Andhra Mess	Electronic City	Mess	Delivery
15079	Vasu Biriyani Paradise	Electronic City	Quick Bites	Delivery
15079	Dilli 6	Electronic City	Casual Dining	Delivery
15080	Yum Kitchen	Electronic City	Takeaway, Delivery	Delivery
15080	MK Dabbawala	Electronic City	Delivery	Delivery
15081	The Magic Chef	Electronic City	Quick Bites	Delivery
15081	Satkar	Electronic City	Quick Bites	Delivery
15082	Sandesh Sweets & Chats	Electronic City	Quick Bites	
15082	NH7 Resto Pub	Electronic City	Casual Dining, Pub	Delivery
15083	Hamara Kozhikode	Electronic City	Quick Bites	Delivery
15083	New Andhra Spice	Electronic City	Takeaway, Delivery	Delivery
15084	New Green Leaf Restaurant	Electronic City	Casual Dining	Delivery
15084	Bhukkad	Electronic City	Quick Bites	Delivery
15085	Eatsy	Electronic City	Takeaway, Delivery	Delivery
15085	Xpress Kitchen	Electronic City	Takeaway, Delivery	Delivery
15086	Chikeys	Electronic City	Quick Bites	Delivery
15086	Momm's The Kitchen	Electronic City	Casual Dining	Delivery
15087	The Three Dragons	Electronic City	Delivery	Delivery
15087	Zaffron Express	Electronic City	Casual Dining	Delivery
15088	Hungry Kya?	Electronic City	Quick Bites	Delivery
15088	Hunter's Lounge	Electronic City	Casual Dining	Delivery
15089	Polo Scoops	Electronic City	Dessert Parlor	Delivery
15089	Green Tree Garden Restaurant	Electronic City	Casual Dining	Delivery
15090	Till The Last Bite	Electronic City	Quick Bites	Delivery
15090	Sattvic	Electronic City	Casual Dining	Delivery
15091	Old Stories	Electronic City	Delivery	Delivery
15091	Ham Khim Chinese Fast Food	Electronic City	Quick Bites	Delivery
15092	Mast Kalandar	Electronic City	Casual Dining	Delivery
15092	The Breakfast Club	Electronic City	Delivery	
15093	HOT BOX	Electronic City	Quick Bites	Delivery
15093	4Foodiez - The Restaurant	Electronic City	Quick Bites	Delivery
15094	Biriyani Paradise	Electronic City	Casual Dining	Delivery
15094	Marwa Family Restaurant	Electronic City	Quick Bites	Delivery
15095	Tasty Funda	Electronic City	Quick Bites	Delivery
15095	Pugals Biriyani	Electronic City	Quick Bites	Delivery
15096	Enroute	Electronic City	Takeaway, Delivery	Delivery
15096	Lancy Sweets	Electronic City	Dessert Parlor	Delivery
15097	SV Crispy Chicken	Electronic City	Quick Bites	Delivery
15097	Choconut Cafe	Electronic City	Quick Bites	Delivery
15098	Rara Avis	Electronic City	Takeaway, Delivery	Delivery
15098	Clean Eats	Electronic City	Takeaway, Delivery	Delivery
15099	Shaadi Ki Biryani	Electronic City	Takeaway, Delivery	Delivery
15099	Arzak	Electronic City	Takeaway, Delivery	Delivery
15100	Desi Tadka	Electronic City	Quick Bites	Delivery
15100	FAB Cafe	Electronic City	Quick Bites	Delivery
15101	Spicy Tadka	Electronic City	Delivery	Delivery
15101	Adya Hotel	Electronic City	Quick Bites	Delivery
15102	The US Burger	Electronic City	Quick Bites	Delivery
15102	Pehla Niwala	Electronic City	Quick Bites	Delivery
15103	The Lemon Grass Kitchen	Electronic City	Quick Bites	Delivery
15103	Bite Sip Repeat	Electronic City	Quick Bites	Delivery
15104	Andhra Ruchulu	Electronic City	Quick Bites	Delivery
15104	Chef Delicacies	Electronic City	Takeaway, Delivery	Delivery
15105	Kulhad Junction	Electronic City	Cafe	Delivery
15105	Flavors Restaurant	Electronic City	Takeaway, Delivery	Delivery
15106	Star Briyani	Electronic City	Quick Bites	Delivery
15106	Nawabi Kitchen	Electronic City	Casual Dining	Delivery
15107	Namma Atithi	Electronic City	Quick Bites	Delivery
15107	Sandwich Jn	Electronic City	Quick Bites	Delivery
15108	Flavour A Azam	Electronic City	Quick Bites	Delivery
15108	Bawarchi Restaurant	Electronic City	Casual Dining	Delivery
15109	Curries And Pickles	Electronic City	Quick Bites	Delivery
15109	Bhaiya Ji Food Court	Electronic City	Quick Bites	Delivery
15110	Chung Wah	Electronic City	Casual Dining	Delivery
15110	Madiha Biryani House	Electronic City		Delivery
15111	Xpress Chai	Electronic City	Beverage Shop, Quick Bites	Delivery
15111	Eat Repeat Express	Electronic City	Delivery	Delivery
15112	Mustard Food Court	Electronic City	Quick Bites	Delivery
15112	Cafe Black Pepper	Electronic City	Quick Bites	Delivery
15113	Chokha Zaika	Electronic City	Quick Bites	Delivery
15113	Vijayawadavari Sandya Andhra Mess	Electronic City	Mess	Delivery
15114	E - City Combos	Electronic City	Takeaway, Delivery	Delivery
15114	Hide Out - The Golden Tulip	Electronic City	Bar	Delivery
15115	Vyanjan	Electronic City	Quick Bites	Delivery
15115	TeamDelish	Electronic City	Delivery	Delivery
15116	Rags on Fire	Electronic City	Cafe	Delivery
15116	Brunch & Munch - Hotel Millennium Plaza	Electronic City	Casual Dining	Delivery
15117	Shoiab Family Restaurant	Electronic City	Casual Dining	Delivery
15117	Pandit Ji Sweets & Namkeen	Electronic City	Sweet Shop	Delivery
15118	Ramdev Bhojnalaya	Electronic City	Quick Bites	Delivery
15118	Bangalore Cakes	Electronic City	Bakery	Delivery
15119	Village Palace	Electronic City	Quick Bites	Delivery
15119	Hotel Masti	Electronic City	Delivery	Delivery
15120	Milkshake Kulture	Electronic City	Beverage Shop	Delivery
15120	Krutunga Restaurant	Electronic City	Casual Dining	Delivery
15121	The Kitchen	Electronic City	Takeaway, Delivery	Delivery
15121	Choco Nut Cafe	Electronic City	Quick Bites	Delivery
15122	Adyar Anand Bhavan Sweets	Electronic City	Quick Bites	Delivery
15122	Magic Packs	Electronic City		Delivery
15123	Kairali Restaurant	Electronic City	Quick Bites	Delivery
15123	Grilliez	Electronic City	Takeaway, Delivery	Delivery
15124	Kanti Sweets	Electronic City	Sweet Shop	Delivery
15124	Kadhai Tadka family Restaurant	Electronic City	Quick Bites	Delivery
15125	Food Lover	Electronic City	Takeaway, Delivery	Delivery
15125	The Hyderbadi Chefs	Electronic City	Quick Bites	Delivery
15126	Bhojan@99	Electronic City	Takeaway, Delivery	Delivery
15126	Adarsh Bakery	Electronic City	Bakery	Delivery
15127	Cafe HIGHRANGERS	Electronic City	Cafe	Delivery
15127	The Duke of Juices	Electronic City	Takeaway, Delivery	Delivery
15128	Basmati's Briyani Nation	Electronic City	Takeaway, Delivery	Delivery
15128	Soul Indian Specialty - Svenska Design Hotel	Electronic City	Fine Dining	Delivery
15129	Onesta	Electronic City	Casual Dining, Cafe	Desserts
15129	Cakes Wagon	Electronic City	Bakery	Desserts
15130	MAD Belgian Waffles	Electronic City	Dessert Parlor	Desserts
15130	Apsara Ice Cream	Electronic City	Dessert Parlor	Desserts
15131	The Platonic Cafe	Electronic City	Cafe	Desserts
15131	Laddoos	Electronic City	Quick Bites, Dessert Parlor	Desserts
15132	NY Pizza & Waffles	Electronic City	Quick Bites	Desserts
15132	Thanco's Natural Ice Creams	Electronic City	Dessert Parlor	Desserts
15133	Baskin Robbins	Electronic City	Food Court	Desserts
15133	Frozen Bottle	Electronic City	Beverage Shop, Dessert Parlor	Desserts
15134	Sweet Chariot	Electronic City	Dessert Parlor	Desserts
15134	French Bake House	Electronic City	Bakery	Desserts
15135	Cafe Crumb'z	Electronic City	Cafe, Dessert Parlor	Desserts
15135	Mr. Meetharam	Electronic City	Quick Bites	Desserts
15136	Chef Baker's	Electronic City	Bakery, Quick Bites	Desserts
15136	Silver Leaf - Ramee Guestline Hotels	Electronic City	Casual Dining	Desserts
15137	Pulla Reddy Sweets	Electronic City	Dessert Parlor	Desserts
15137	Just Cakes	Electronic City	Bakery	Desserts
15138	eat.fit	Electronic City	Takeaway, Delivery	Desserts
15138	Entree cafe	Electronic City	Cafe, Bakery	Desserts
15139	CakeZone	Electronic City	Bakery	Desserts
15139	Chivi's Meilleurs Boulangers	Electronic City	Quick Bites	Desserts
15140	Foodie Nation	Electronic City	Casual Dining	Desserts
15140	Pandit Ji Sweets & Namkeen	Electronic City	Sweet Shop	Desserts
15141	Cake Menu	Electronic City	Bakery	Desserts
15141	Jodhpur Sweets	Electronic City	Beverage Shop	Desserts
15142	Sriji's Mithai	Electronic City	Dessert Parlor, Sweet Shop	Desserts
15142	Bangalore Cakes	Electronic City	Bakery	Desserts
15143	Donut Cafe	Electronic City	Dessert Parlor, Quick Bites	Desserts
15143	Magic Oven	Electronic City	Cafe, Dessert Parlor	
15144	The French Loaf	Electronic City	Bakery, Quick Bites	Desserts
15144	The Hungry Shark Cafe	Electronic City	Cafe	Desserts
15145	Mumbai Kulfi	Electronic City	Dessert Parlor	Desserts
15145	The Pastry House	Electronic City	Bakery	Desserts
15146	Sweet Revenge	Electronic City	Bakery, Quick Bites	Desserts
15146	Adarsh Bakery	Electronic City	Bakery	Desserts
15147	Flying Cakes	Electronic City	Bakery	Desserts
15147	Royal Iceberry	Electronic City	Dessert Parlor	Desserts
15148	Cafe HIGHRANGERS	Electronic City	Cafe	Desserts
15148	Bangalore Agarwal Bhavan	Electronic City	Quick Bites, Sweet Shop	Desserts
15149	Cake Dilim	Electronic City	Bakery	Desserts
15149	The Cake Lair	Electronic City	Bakery, Quick Bites	Desserts
15150	Cakea	Electronic City	Delivery	Desserts
15150	Kulfi House	Electronic City	Dessert Parlor	Desserts
15151	Cool Break	Electronic City	Dessert Parlor	Desserts
15151	Hotel Ivy Dew Drops	Electronic City	Casual Dining	Desserts
15152	Happy Cups	Electronic City	Quick Bites	Desserts
15152	Polo Scoops	Electronic City	Dessert Parlor	Desserts
15153	Lancy Sweets	Electronic City	Dessert Parlor	Desserts
15153	The Chocolate Room	Electronic City	Cafe	Desserts
15154	Sweet Truth	Electronic City	Delivery	Desserts
15154	The Big Barbeque	Electronic City	Casual Dining	Dine-out
15155	Lobby Cafe - Radha Regent	Electronic City	Casual Dining	Dine-out
15155	Fire Station	Electronic City	Pub, Casual Dining	
15156	Gilly's Restobar	Electronic City	Pub, Casual Dining	Dine-out
15156	Barbeque Nation	Electronic City	Casual Dining	Dine-out
15157	46 Ounces Brewgarden	Electronic City	Microbrewery	Dine-out
15157	Onesta	Electronic City	Casual Dining, Cafe	Dine-out
15158	Time Traveller - Sai Vishram	Electronic City	Casual Dining	Dine-out
15158	Sky Lounge Bar - Svenska Design Hotel	Electronic City	Bar, Casual Dining	Dine-out
15159	Food Ras	Electronic City	Casual Dining	
15159	The Rasoiya Street	Electronic City	Casual Dining	Dine-out
15160	Queens	Electronic City	Bar	Dine-out
15160	Hyderabadi Spice	Electronic City	Casual Dining	Dine-out
15161	Kritunga Restaurant	Electronic City	Casual Dining	Dine-out
15161	Cafe Happytizing	Electronic City	Cafe	
